Street Name
רחוב 4830
רחוב 4831
רחוב 4832
רחוב 4833
רחוב 4834
רחוב 4837
רחוב 4838
רחוב 4842
רחוב 4843
רחוב 4845
רחוב 4856
רחוב 4859
רחוב 4863
רחוב 4869
רחוב 4870
רחוב 4871
רחוב 4881
רחוב 4884
רחוב 4886
רחוב 4887
רחוב 4892
רחוב 4897
רחוב 4898
רמפה 5201
רמפה 5202
רמפה 5203
מתחם 5500
מתחם 5501
חניון 6011
חניון 6012
רחוב 614
רחוב 615
רחוב 632
לא עיר 6570
רחוב 666
רחוב 668
סמטת 693
רחוב 818
רחוב 856
גשר 9010
גשר 9011
גשר 9012
גשר 9015
גשר 9023
גשר 9024
גשר 9025 מברזל
גשר 9025
גשר 9026
גשר 9027
גשר 9028
גשר 9029
גשר 9041
גשר 9045
גשר 9046
גשר 9057
גשר 9059
גשר 9075
גשר 9076
גשר 9078
גשר 9079
רחוב 912
רחוב 975
רחוב 976
רחוב 977
רחוב 979
רחוב אב
רחוב 3688
רחוב אבודרהם
רחוב 3580
לא עיר אבוחצירא - בני ברק
לא עיר 6530
רחבה אבוטבול יעקב
רחבה 3443
רחוב אבולעפיה
רחוב 3557
רחוב אבולעפיה רבקה ושלמה
רחוב 3790
רחוב אבוקה
רחוב 2002
רחוב אבטליון
רחוב 3347
רחוב אביאסף
רחוב 4078
חוף אביב (הגולשים)
חוף 7314
רחוב אביגור
רחוב 2223
רחוב אבידן דויד
רחוב 2258
רחוב אבידן שמעון
רחוב 4233
רחוב אביטל
רחוב 4062
רחוב אבימלך
רחוב 4073
רחוב אבינרי יצחק
רחוב 3058
רחוב אביצור שמואל
רחוב 3735
רחוב אבישי
רחוב 898
רחוב אבן גבירול
רחוב 496
רחוב אבן חלדון
רחוב 3323
רחוב אבן סינא
רחוב 3088
רחוב אבן ספיר
רחוב 834
רחוב אבן רשד
רחוב 3086
רחוב אבן שושן אברהם
רחוב 3054
כיכר אבנור חנה
כיכר 1340
רחוב אבני זכרון
רחוב 1128
רחוב אבנר
רחוב 890
שדרות אבנר מאיר
שדרות 2038
רחוב אברבנאל
רחוב 3374
כיכר אבריאל אהוד
כיכר 2391
רחוב אברך ישעיהו
רחוב 2329
"שביל אברמוביץ י""מ הרב"
שביל 2161
רחוב אג'ימן ישעיהו
רחוב 1210
רחוב אגדתי ברוך
רחוב 2098
רחוב אגריפס
רחוב 211
רחוב אד קוץ'
רחוב 3240
"רחוב אד""ם הכהן"
רחוב 279
רחוב אדירים
רחוב 2072
"רחוב אדלר יש""י וברכה"
רחוב 4848
רחוב אדר
רחוב 3684
רחוב אהבת ציון
רחוב 1095
רחוב אהוד
רחוב 891
רחוב אהלי יעקב
רחוב 3752
רחוב אהרון דוד גורדון
רחוב 292
רחוב אהרון טוב משה
רחוב 1166
רחוב אהרונוביץ
רחוב 318
"לא עיר אהרונוביץ(השומר) ב""ב"
לא עיר 6531
רחוב אהרונסון
רחוב 114
רחוב אוארבך
רחוב 3293
רחוב אוגרית
רחוב 815
רחוב אוהב ישראל
רחוב 3235
רחוב אוז'שקובה
רחוב 3064
רחוב אויסטרך דוד
רחוב 2360
רחוב אוליפנט
רחוב 379
רחוב אולשן יצחק
רחוב 3358
רחוב אונטרמן איסר יהודה
רחוב 4879
"מתחם אוניברסיטת ת""א"
מתחם 1314
רחוב אוניקובסקי פרץ
רחוב 2007
רחוב אונקלוס
רחוב 610
רחוב אוסישקין
רחוב 202
גשר אוסישקין(ביילי)גשר ברזל
גשר 9019
רחוב אופטושו יוסף
רחוב 3649
רחוב אופיר
רחוב 814
רחוב אופיר שיקה
רחוב 2096
כיכר אופנבך ז'ק
כיכר 2376
רחוב אופנהיימר
רחוב 2083
רחוב אור החיים
רחוב 3245
כיכר אורבוך ג'ניה
כיכר 1341
כיכר אורי אביבה
כיכר 1338
רחוב אוריאל אקוסטה
רחוב 3559
רחוב אורים
רחוב 3676
"לא עיר אורלוב - פ""ת"
לא עיר 6559
רחוב אורלוף חנה
רחוב 2277
כיכר אורלנד יעקב
כיכר 1325
רחוב אושה
רחוב 2155
"רחוב אז""ר"
רחוב 3617
רחוב אזוב
רחוב 3751
"רחוב אח""י דקר"
רחוב 2032
רחוב אחד העם
רחוב 11
רחוב אחווה
רחוב 151
רחוב אחוזת בית
רחוב 437
רחוב אחילוף
רחוב 3105
רחוב אחימאיר אבא
רחוב 2201
רחוב אחימעץ
רחוב 1085
רחוב אחיעזר
רחוב 4056
רחוב אחרון יוסף
רחוב 3640
רחוב אטאטורק כמאל מוצטפה
רחוב 3833
רחוב איגר
רחוב 390
רחוב אידלסון
רחוב 109
רחוב אידלסון רחל ושמואל
רחוב 2316
רחוב איזמוז'יק לאה ודויד
רחוב 2318
רחוב אייבשיץ
רחוב 234
גשר איילון לכוון וולפסון
גשר 6100
גשר איילון צפון(רכבת)
גשר 9051
רחוב איילת השחר
רחוב 387
רחוב אייר
רחוב 3685
מתחם איכילוב
מתחם 1346
"רחוב איל""ן"
רחוב 453
רחוב אילת
רחוב 3570
רחוב אימבר
רחוב 357
רחוב אינשטיין
רחוב 930
רחוב איסקוב ניסים
רחוב 3221
רחוב איסרליש
רחוב 511
רחוב אירוס
רחוב 3705
רחוב איתיאל
רחוב 1084
רחוב איתין אהרון
רחוב 2315
"רחוב איתמר בן אב""י"
רחוב 656
סמטת איתן
סמטת 1071
רחוב אלבז נתן
רחוב 4852
רחוב אלדד הדני
רחוב 830
סמטת אלו מציאות
סמטת 427
רחוב אלול
רחוב 3690
רחוב אלון יגאל
רחוב 644
רחוב אלוני ניסים
רחוב 2355
רחוב אלוף
רחוב 1068
סמטת אלוף בצלות
סמטת 442
"לא עיר אלוף דויד (ר""ג)"
לא עיר 6563
"לא עיר אלוף שדה (ר""ג)"
לא עיר 6564
רחוב אלחנן יצחק
רחוב 134
רחבה אלחנני אריה
רחבה 1347
רחוב אלחריזי
רחוב 272
רחוב אלטמן אריה
רחוב 1271
מנהרה אליאב אריה לובה
מנהרה 1355
רחוב אליאב בנימין (לובוצקי)
רחוב 1167
רחוב אליאש מרים
רחוב 1165
רחוב אליהו מפרארה
רחוב 837
רחוב אליוט ג'ורג'
רחוב 62
רחוב אליעז רפאל
רחוב 4153
רחוב אליעזר בן הורקנוס
רחוב 3333
רחוב אליפלט
רחוב 3367
רחוב אליקום
רחוב 402
רחוב אלישברג
רחוב 383
רחוב אלישיב
רחוב 430
רחוב אלכסנדר ינאי
רחוב 212
רחוב אלמגור
רחוב 2070
רחוב אלמוג דוד
רחוב 3867
סמטת אלמונית
סמטת 426
רחוב אלנבי
רחוב 4
רחוב אלעזר (רוקח)
רחוב 155
רחוב אלעזר בן יוסי
רחוב 3331
רחוב אלעזר דוד
רחוב 785
רחוב אלעזר החורני
רחוב 688
רחוב אלפסי יצחק
רחוב 3556
רחוב אלפרין חיים
רחוב 1106
רחוב אלקחי מרדכי
רחוב 2196
רחוב אלקלעי
רחוב 231
רחוב אלרואי
רחוב 168
רחוב אלשיך
רחוב 125
רחוב אלתרמן נתן
רחוב 2123
רחוב אמונים
רחוב 3089
רחוב אמזלג
רחוב 162
רחוב אמירים
רחוב 878
רחוב אמנון ותמר
רחוב 892
רחוב אמסטרדם
רחוב 265
רחוב אמץ
רחוב 3315
רחוב אנגל
רחוב 74
מדרגות אנדרומדה
מדרגות 3041
רחוב אנדרוס
רחוב 3217
רחוב אנדרסן
רחוב 2039
רחוב אנוסי משהד
רחוב 1205
רחוב אנטוקולסקי
רחוב 545
רחוב אנטיגונוס
רחוב 580
רחוב אני מאמין
רחוב 538
רחוב אנילביץ מרדכי
רחוב 622
רחוב אנכי
רחוב 2173
רחוב אנסקי
רחוב 3656
רחוב אנקאווא רפאל הרב
רחוב 4147
רחוב אסא קדמוני
רחוב 4849
רחוב אסירי ציון
רחוב 3620
רחוב אסף הרופא
רחוב 3174
רחוב אסתר המלכה
רחוב 324
"רחוב אפ""ק"
רחוב 3299
רחוב אפטר יעקב
רחוב 2114
רחוב אפלטון
רחוב 3409
רחוב אפקים
רחוב 945
רחוב אפשטיין יעקב
רחוב 4860
רחוב אפשטיין יצחק
רחוב 489
"רחוב אצ""ל"
רחוב 4001
גשר אצטדיון ישן
גשר 9071
רחוב אקסלרוד נתן
רחוב 2249
רחוב ארבע ארצות
רחוב 261
רחוב ארבר מנחם
רחוב 3830
רחוב ארגוב אלכסנדר (סשא)
רחוב 2253
רחוב ארדון מרדכי
רחוב 3048
רחוב ארזי יהודה
רחוב 957
שביל ארטר יצחק
שביל 1035
רחוב אריאל
רחוב 1070
לא עיר אריאל שרון - גבעתיים
לא עיר 6538
רחוב אריכא יוסף
רחוב 2148
רחוב אריסטו
רחוב 3411
רחוב אריסטובול
רחוב 689
רחוב ארלוזורוב
רחוב 193
"לא עיר ארלוזורוב - ר""ג"
לא עיר 6521
רחוב ארליך
רחוב 3008
רחוב ארלנג'ר
רחוב 391
רחוב ארם משה
רחוב 867
רחוב ארנון
רחוב 104
רחוב ארניה אוסוולדו
רחוב 1229
רחוב ארסטידס דה סוזה מנדס
רחוב 2247
רחוב ארצי יצחק
רחוב 2222
רחוב אש שלום
רחוב 2164
רחוב אשדוד
רחוב 3757
רחוב אשכול לוי
רחוב 2106
רחוב אשכנזי ישראל
רחוב 838
רחוב אשקלון
רחוב 3291
רחוב אשרמן יוסף
רחוב 1065
רחוב אשתורי הפרחי
רחוב 230
"רחוב ב""ק ישראל"
רחוב 516
רחוב ב'
רחוב 4081
כיכר ב' בנובמבר
כיכר 403
רחוב באכר זאב
רחוב 1014
רחוב באסולה
רחוב 846
רחוב באר טוביה
רחוב 281
רחוב באר יעקב
רחוב 160
רחוב באר שבע
רחוב 3227
סמטת באר שבע
סמטת 3841
רחוב בארט אהרון
רחוב 2024
רחוב בארי
רחוב 671
סמטת בארי
סמטת 1113
רחוב בבלי
רחוב 600
גשר בבלי(עץ) על הירקון
גשר 9055
דרך בגין מנחם
דרך 54
רחוב בדולח
רחוב 4183
רחוב בובליק
רחוב 493
רחוב בובר שלמה
רחוב 1013
רחוב בוגרשוב
רחוב 26
חוף בוגרשוב
חוף 7310
רחוב בודנהיימר
רחוב 501
רחוב בויאר אברהם
רחוב 2219
כיכר בוכמן שרה
כיכר 3972
רחוב בוני העיר
רחוב 2119
רחוב בוסל
רחוב 3616
רחוב בוסקוביץ' אלכסנדר אוריה
רחוב 2356
רחוב בוסתנאי
רחוב 167
רחוב בועז
רחוב 4071
רחוב בוקי בן יגלי
רחוב 86
רחוב בוקסנבאום יוסף
רחוב 707
כיכר בוקעי יעקב סגן
כיכר 2408
רחוב בוקשפן דוד
רחוב 2198
רחוב בור נילס
רחוב 1213
רחוב בורוכוב
רחוב 75
רחוב בורלא יהודה
רחוב 2116
רחוב בורמה
רחוב 3604
רחוב בושם
רחוב 4150
רחוב בזל
רחוב 195
רחוב בחור אליהו
רחוב 267
"חניון בי""ח איכילוב - כניסה"
חניון 6009
רחוב ביאליק
רחוב 23
"לא עיר ביאליק - ר""ג"
לא עיר 6523
רחוב ביירון
רחוב 293
"רחוב ביל""ו"
רחוב 67
רחוב בילויה (מעוז)
רחוב 2342
רחוב בילטמור
רחוב 503
רחוב בילינסון
רחוב 320
רחוב ביליס מנחם מנדל
רחוב 1103
רחוב בינט מאיר
רחוב 2004
רחוב ביריה
רחוב 916
רחוב בירנבוים
רחוב 559
רחוב בירנית
רחוב 4186
רחוב בית אורן
רחוב 1010
רחוב בית אל
רחוב 2029
רחוב בית אלפא
רחוב 629
רחוב בית אשל
רחוב 3340
רחוב בית גוברין
רחוב 3554
סמטת בית הבד
סמטת 185
חניון בית הלוויות - רידינג
חניון 6003
רחוב בית הלל
רחוב 514
סמטת בית השואבה
סמטת 365
רחוב בית חדש
רחוב 3578
רחוב בית חורון
רחוב 853
רחוב בית יוסף
רחוב 126
רחוב בית יצקר
רחוב 3633
רחוב בית ירח
רחוב 627
רחוב בית לחם
רחוב 82
רחוב בית עובד
רחוב 690
רחוב בית פלט
רחוב 3185
רחוב בית צורי אליהו
רחוב 2191
רחוב בית קציר
רחוב 3555
רחוב בית קשת
רחוב 639
רחוב בית רעים
רחוב 3104
רחוב בית שמאי
רחוב 520
רחוב ביתוס
רחוב 4072
רחוב בכורי ציון
רחוב 3250
רחוב בלאס שמחה
רחוב 1104
רחוב בלבן מאיר
רחוב 3576
כיכר בלוך ארנסט
כיכר 2375
רחוב בלוך דוד
רחוב 544
רחוב בלום ליאון
רחוב 2019
רחוב בלומנפלד קורט יהודה
רחוב 1216
רחוב בלפור
רחוב 16
רחוב בלקינד
רחוב 564
רחוב בלשן
רחוב 4005
רחוב בן אביגדור
רחוב 653
רחוב בן אברהם נחמיה
רחוב 980
רחוב בן אחיטוב
רחוב 3091
גשר בן אליעזר
גשר 9020
רחוב בן אשר
רחוב 3508
שדרות בן גוריון
שדרות 204
רחוב בן דוד חיים אלוף
רחוב 1263
רחוב בן הלל מרדכי
רחוב 2010
שביל בן זאב
שביל 777
רחוב בן זבארה
רחוב 968
רחוב בן זומא שמעון
רחוב 3328
רחוב בן חיל
רחוב 1069
רחוב בן חסד
רחוב 4066
רחוב בן יאיר פנחס
רחוב 3348
רחוב בן יהודה
רחוב 25
סמטת בן יהודה
סמטת 252
רחוב בן יוסף שלמה
רחוב 2141
שביל בן יעקב
שביל 1044
רחוב בן ישי
רחוב 2134
רחוב בן סירא
רחוב 609
רחוב בן סרוק
רחוב 543
רחוב בן עזרא
רחוב 270
רחוב בן עזריה אלעזר
רחוב 3330
רחוב בן עטר
רחוב 3567
רחוב בן עמי
רחוב 319
דרך בן צבי
דרך 3000
רחוב בן צדוק אלעזר
רחוב 3445
שדרות בן ציון
שדרות 350
רחוב בן שמן
רחוב 705
רחוב בן שפרוט
רחוב 578
"לא עיר בן-גוריון - ר""ג"
לא עיר 6528
רחוב בן-גל מיכאל האלוף
רחוב 2313
רחוב בן-חיים פאול
רחוב 2266
רחוב בן-סירה יעקב
רחוב 4216
רחוב בנבנישתי
רחוב 3562
רחוב בנטוב מרדכי
רחוב 3382
רחוב בני אפרים
רחוב 801
רחוב בני ברק
רחוב 41
רחוב בני בתירא
רחוב 3332
רחוב בני דן
רחוב 477
רמפה בני דן
רמפה 6006
רחוב בני משה
רחוב 557
רחוב בניהו
רחוב 900
רחוב בנימין מטודלה
רחוב 831
רחוב בנימיני אהרון
רחוב 1255
"רחוב בסוק חיים מנחם ד""ר"
רחוב 613
רחוב בעל הטורים
רחוב 3051
רחוב בעל העקידה
רחוב 3506
רחוב בעלי התוספות
רחוב 3046
רחוב בצלאל
רחוב 679
רחוב בצרה
רחוב 3113
רחוב בצרון
רחוב 778
רחוב בקר אהרון
רחוב 1300
רחוב בר אילן
רחוב 358
רחוב בר גיורא
רחוב 22
רחוב בר הופמן
רחוב 3304
גשר בר יהודה
גשר 9018
רחוב בר יוחאי
רחוב 3514
סמטת בר יוחאי
סמטת 3545
רחוב בר כוכבא
רחוב 85
רחוב בר-כוכבא משה (בריל)
רחוב 4205
דרך בר-לב חיים
דרך 3671
רחוב בראלי
רחוב 2135
רחוב ברגי בנימין
רחוב 1023
רחוב ברגנר אליזבת
רחוב 3280
רחוב ברגסון
רחוב 2053
רחוב ברדיצ'בסקי
רחוב 72
רחוב ברוד מקס
רחוב 2259
רחוב ברודי חיים
רחוב 991
רחוב ברודצקי
רחוב 985
רחוב ברוידס אברהם
רחוב 2328
רחוב ברוך אדם
רחוב 3732
רחוב ברון עקיבא
רחוב 2204
רחוב ברוק
רחוב 362
רחוב ברוריה
רחוב 703
רחוב ברזאני משה
רחוב 2205
רחוב ברזיל
רחוב 2027
רחוב ברזילי
רחוב 48
רחוב ברטונוב יהושע
רחוב 871
רחוב בריג אמיל
רחוב 1320
רחוב בריינין ראובן
רחוב 623
רחוב ברכיה
רחוב 4012
רחוב ברכיהו הנקדן
רחוב 969
רחוב ברלין אליהו
רחוב 2349
רחוב ברלין ישעיה סר
רחוב 3868
שביל ברלינר
שביל 2049
רחוב ברנדט וילי
רחוב 3321
רחוב ברנדיס
רחוב 500
רחוב ברנט
רחוב 161
רחוב ברנפלד שמעון
רחוב 746
רחוב ברנר
רחוב 17
רחוב ברנשטיין אדוארד
רחוב 290
רחוב ברנשטיין כהן
רחוב 83
כיכר ברנשטיין לאונרד
כיכר 2138
רחוב ברסלבי יוסף (ברסלבסקי)
רחוב 1105
רחוב ברסקי יהודה לייב הלוי
רחוב 2323
רחוב ברק
רחוב 888
רחוב ברקאי שמואל
רחוב 954
רחוב ברקוביץ
רחוב 1162
רחוב ברש אשר
רחוב 2016
רחוב ברתיני גארי
רחוב 3936
רחוב ברתנא מרדכי
רחוב 2132
רחוב בת גלים
רחוב 3167
רחוב בת חן
רחוב 889
רחוב בת ים
רחוב 3199
רחוב בת יפתח
רחוב 887
רחוב בת מרים יוכבד
רחוב 2177
רחוב בת עין
רחוב 3432
רחוב בת עמי
רחוב 3298
רחוב בת ציון
רחוב 1064
רחוב בתיה (לישנסקי)
רחוב 2442
רחוב גאולה
רחוב 112
חוף גאולה
חוף 7313
רחוב גבולות
רחוב 484
רחוב גביזון חי
רחוב 4210
רחוב גבירטיג מרדכי
רחוב 4219
כיכר גבע יוסף
כיכר 1344
רחוב גבעולים
רחוב 3692
רחוב גבעון
רחוב 1097
רחוב גבעת בן יהודה
רחוב 3536
רחוב גבעת המורה
רחוב 624
רחוב גבעת התחמושת
רחוב 482
"רחוב גבעת כ""ח"
רחוב 3625
חוף גבעת עליה
חוף 7319
רחוב גבעתי
רחוב 1034
רחוב גברן חליל גברן
רחוב 3755
רחוב גדיש
רחוב 3714
רחוב גדליה
רחוב 4003
"רחוב גדנ""ע"
רחוב 917
רחוב גדעון
רחוב 335
רחוב גדרה
רחוב 128
רחוב גואל
רחוב 4002
רחוב גובר רבקה
רחוב 2358
רחוב גוז'יקוב
רחוב 3637
שביל גוטלובר
שביל 1041
רחוב גוטליב
רחוב 301
רחוב גוטמן נחום
רחוב 2181
רחוב גולדברג
רחוב 57
רחוב גולדמן נחום
רחוב 3488
רחוב גולדפאדן
רחוב 3660
כיכר גולדשטיין גורן
כיכר 3958
רחוב גולומב
רחוב 3501
רחוב גולי אריתראה
רחוב 929
רחוב גולי קניה
רחוב 927
סמטת גולי קניה
סמטת 928
רחוב גולינקין מרדכי
רחוב 4182
רחוב גונן
רחוב 734
רחוב גופר
רחוב 3700
רחוב גור (מוטה) מרדכי
רחוב 956
סמטת גור אריה
סמטת 366
רחוב גור יהודה
רחוב 526
כיכר גורדון אורי
כיכר 2394
רחוב גורדון יהודה ליב
רחוב 99
חוף גורדון יהודה ליב
חוף 7308
מבוא גורוכוב ידידיה אדמון
מבוא 2088
שדרות גורי ישראל
שדרות 3600
רחוב גורלסקי ברוך
רחוב 1217
רחוב גורקי
רחוב 3065
רחוב גוש חלב
רחוב 282
רחוב גוש עציון
רחוב 540
רחוב גז    מטילדה
רחוב 2250
רחוב גזית
רחוב 992
רחוב גזר
רחוב 307
רחוב גייגר
רחוב 2084
רחוב גילוץ דבורה ומנחם
רחוב 1096
מבוא גילת
מבוא 861
רחוב גינוסר
רחוב 706
שביל גינצבורג
שביל 1040
כביש ש גישה-מסוף אוניברסיטה
כביש ש 6010
רחוב גיתית
רחוב 3670
רחוב גלאנץ ליב
רחוב 3643
רחוב גלבוע אמיר
רחוב 2290
רחוב גלבלום אריה
רחוב 2324
רחוב גלוסקא זכריה
רחוב 1137
רחוב גלוסקין
רחוב 531
גשר גלילות
גשר 9062
רחוב גלילי ישראל
רחוב 2117
רחוב גליצנשטיין
רחוב 674
רחוב גליקסברג
רחוב 2199
רחוב גליקסון
רחוב 317
רחוב גלעזר אליהו
רחוב 4215
רחוב גלעינית
רחוב 3765
"רחוב גמזו חיים ד""ר"
רחוב 1348
סמטת גן מאיר
סמטת 78
חניון גני התערוכה
חניון 6005
מבוא גניגר
מבוא 862
רחוב גנני
רחוב 3363
רחוב גנסין
רחוב 322
רחוב גנתון
רחוב 996
רחוב געש
רחוב 3127
מבוא געתון
מבוא 863
רחוב גר צדק
רחוב 3220
רחוב גרוזנברג
רחוב 13
כיכר גרונדמן יעקב (יענקל'ה)
כיכר 1350
רחוב גרונימן
רחוב 987
רחוב גרונר דב
רחוב 2208
"לא עיר גרונר דב (ר""ג)"
לא עיר 6561
רחוב גרוסמן חייקה
רחוב 3095
רחוב גרוסמן מאיר
רחוב 3709
מבוא גרופית
מבוא 864
רחוב גריזים
רחוב 247
רחוב גרינבוים
רחוב 4169
רחוב גרינברג אורי צבי
רחוב 2215
כיכר גריפל יגאל
כיכר 1342
רחוב גרץ
רחוב 286
רחוב גרציאני יצחק (זיקו)
רחוב 454
כיכר גרשוין ג'ורג
כיכר 2377
רחוב גרשון שץ גגה
רחוב 515
רחוב גת רימון
רחוב 183
"רחוב ד""ר גסטר משה"
רחוב 1207
"לא עיר ד""ר כהן - ר""ג"
לא עיר 6524
"רחוב ד""ר צ'רטוק שמשון"
רחוב 2080
רחוב ד'
רחוב 4083
רחוב דאנטה
רחוב 3063
רחוב דב ממזריץ
רחוב 3231
רחוב דבורה הנביאה
רחוב 870
רחוב דבלין אלפרד
רחוב 3241
"כיכר דג'אני פואד איסמעיל ד""ר"
כיכר 3951
רחוב דגן
רחוב 3702
רחוב דגניה
רחוב 139
רחוב דה האז
רחוב 508
רחוב דה וינצ'י לאונרדו
רחוב 1002
רחוב דה מודינה אריה
רחוב 3507
רחוב דה פיג'וטו
רחוב 182
רחוב דה פיליפ אדיס (אבן זהר)
רחוב 3211
רחוב דה רוטשילד בת שבע
רחוב 3733
רחוב דואר שושנה
רחוב 3053
רחוב דובנוב
רחוב 661
שדרות דוד המלך
שדרות 481
רחוב דוד רחל (שרעבי)
רחוב 4873
גשר דוד שיפמן
גשר 9080
רחוב דודאים
רחוב 3111
רחוב דוחן
רחוב 4184
רחוב דוידקה
רחוב 1004
רחוב דוליצקי
רחוב 667
רחוב דולצ'ין  אריה
רחוב 2243
רחוב דון-יחייא שבתי
רחוב 463
רחוב דונולו הרופא
רחוב 3173
רחוב דורון
רחוב 4009
רחוב דורי יעקב (רב אלוף)
רחוב 1311
רחוב דוש (קריאל גרדוש)
רחוב 2357
רחוב די רוסי
רחוב 3634
רחוב דיזנגוף
רחוב 187
דרך דיין משה
דרך 758
רחוב דילה רינה יוסף
רחוב 836
רחוב דימונה
רחוב 1021
רחוב דיסנצ'יק אריה
רחוב 2178
רחוב דיצה
רחוב 3301
רחוב דיק
רחוב 3664
כיכר דיק יוסף ג'ורג'
כיכר 3953
רחוב דישון
רחוב 3141
רחוב דם המכבים
רחוב 759
כיכר דמארי שושנה
כיכר 2401
רחוב דן שיקה (ישעיהו)
רחוב 4101
רחוב דניאל
רחוב 118
רחוב דנין יחזקאל
רחוב 1093
"לא עיר דנמרק - פ""ת"
לא עיר 6552
"לא עיר דנקנר - פ""ת"
לא עיר 6550
רחוב דעואל
רחוב 4008
רחוב דפנה
רחוב 757
רחוב דקל
רחוב 3706
רחוב דרויאנוב
רחוב 321
רחוב דרור
רחוב 3047
רחוב דרזנר יחיאל
רחוב 2192
גשר דריבסטור רגלי בלבד
גשר 9022
רחוב דריפוס
רחוב 3646
גשר דרך השלום
גשר 9039
גשר דרך לוד 2
גשר 9033
"מתחם דרך לח""י"
מתחם 4899
"מנהרה דרך פ""ת הקריה"
מנהרה 9505
רחוב דשבסקי
רחוב 3648
רחוב הא באייר
רחוב 567
רחוב האגוז
רחוב 3106
רחוב האגמון
רחוב 3521
רחוב האוזנר דב
רחוב 2112
רחוב האומנים
רחוב 670
סמטת האור
סמטת 46
רחוב האחים אל-כוויתי
רחוב 4211
רחוב האחים ביילסקי
רחוב 1108
רחוב האחים מסלאויטה
רחוב 517
שביל האטד
שביל 1181
רחוב האלקושי
רחוב 339
